Description,VoteCount,Rating,Year,Title,Genres,Season_Count,Episode_Count,Production_Companies,Actors
"Louisa May Alcott's autobiographical account of her life with her three sisters in Concord, Massachusetts in the 1860s. With their father fighting in the American Civil War, sisters Jo, Meg, Amy and Beth are at home with their mother, a very outspoken women for her time. The story tells of how the sisters grow up, find love and find their place in the world.",273.0,3.5,2008–2011,Küçük Kadınlar,"Drama, Back to top",2 seasons,80,Ay Yapim,"Kivanç Tatlitug, Bugra Gülsoy, Öykü Karayel, Kivanç Tatlitug, Bugra Gülsoy, Öykü Karayel"
Talk-show series hosted by psychologist Prof. Ustun Dokmen.,18.0,6.8,2002–2012,Küçük Seyler,"Action, Adventure, Drama, Back to top",2 years,9,Sinetel,"Kadir Inanir, Oktay Kaynarca, Ebru Kocaaga, Kadir Inanir, Oktay Kaynarca, Ebru Kocaaga"
"The daring and striking story of the extraordinary, flashy and sparkling lives of Istanbul's wealthy families and their children, as never been told before.",832.0,3.8,2010–2011,Küçük Sirlar,"Comedy, Romance, Back to top",2 seasons,64,Süreç Film,"Ismail Demirci, Aslihan Güner, Toygan Avanoglu, Ismail Demirci, Aslihan Güner, Toygan Avanoglu"
"In his thirties, Ali Kilic took his daughter in his arms. At the same time he learns that his life is 90 days. An old account that has been trying to forget and ignore, is just coming back again unexpectedly that day. The world's most unequal, most unjust war is about to begin.",132.0,6.5,2010,Kılıç Günü,"Music, Talk-Show, Back to top",1 seasons,1,"Global Medya, Poll Production","Volkan Konak, Volkan Konak"
,15.0,3.0,2008,Kırmızı ışık,"Action, Drama, Romance, Back to top",2 seasons,21,Ay Yapim,"Baris Arduç, Burcu Biricik, Hatice Aslan, Baris Arduç, Burcu Biricik, Hatice Aslan"
"An impossible love story in a town in the Aegean, during the years of the Turkish War of Independence and the proclamation of the Republic.",625.0,7.3,2006–2007,Kırık Kanatlar,"Crime, Back to top",1 seasons,10,,"Berk Hakman, Elifcan Ongurlar, Levent Sülün, Berk Hakman, Elifcan Ongurlar, Levent Sülün"
,0.0,,2011,Kız annesi,"Animation, Family, Back to top",1 seasons,Unknown,,
A love story between two extreme families with the same truth but different methods.,1200.0,6.7,2022–,Kızılcık Şerbeti,"Documentary, Back to top",1 seasons,1,"TRT 2, TRT","Teoman Durali, Aynur Koçak, Ahmet Tasagil, Teoman Durali, Aynur Koçak, Ahmet Tasagil"
,0.0,,1998,Kızım Osman,"Adventure, Back to top",1 seasons,1,"Sinema A.S., Yagmur Ajans","Onur Bay, Cüneyt Arkin, Erkan Petekkaya, Onur Bay, Cüneyt Arkin, Erkan Petekkaya"
,27.0,4.4,2002,Lahmacun ve Pizza,"Drama, Back to top",2 seasons,65,Koliba Film,"Ahmet Yurdakul, Erdal Besikçioglu, Yurdaer Okur, Idil Firat, Ahmet Yurdakul, Erdal Besikçioglu, Yurdaer Okur, Idil Firat, Ahmet Yurdakul"
"Çinar, the son of a conservative newly rich family, and Lale, the daughter of a secular rich family that is about to go bankrupt, marry with great love. But Lale's obsessive sister, Yesim, was the first one to fall in love with Çinar.",852.0,3.3,2010–2014,Lale Devri,"Drama, Back to top",2 seasons,31,Endemol Shine Turkey,"Ibrahim Celikkol, Alican Yücesoy, Belçim Bilgin, Ibrahim Celikkol, Alican Yücesoy, Belçim Bilgin"
,0.0,,2022,Last Promise,"Drama, Back to top",1 seasons,13,Gold Film,"Cansel Elcin, Sükran Ovali, Ilker Aksum, Cansel Elcin, Sükran Ovali, Ilker Aksum"
,0.0,,2017,Latif Dogan Yollarda,"News, Talk-Show, Back to top",2 years,4,,"Kübra Par, Kübra Par"
"Yasemin grew up in the orphanage together with her 9-year-old brother Murat. Yasemin, who had to leave the orphanage when she was of minor age, studied the law and working in an organization company. She wants to receive custody of her brother and to pay for surgery. However, she experiences events that she does not expect.",271.0,5.5,2019,Leke,"Drama, Back to top",1 seasons,1,aSis Yapim,"Arif Selçuk, Serhat Tutumluer, Basak Köklükaya, Arif Selçuk, Serhat Tutumluer, Basak Köklükaya"
"It is an unique and heartwarming show follows the extraordinary journey of a couple named Leyla and Mecnun. With Ali Atay portraying Mecnun and Ezgi Asaroglu as Leyla, the series has garnered a massive fan base and critical acclaim.",96000.0,9.1,2011–2023,Leyla ile Mecnun,"Drama, Mystery, Back to top",1 seasons,1,Fabrika Yapim,"Ugur Kurul, Ugur Kurul"
"It is about a woman with her daughter who moves form a rural to an urban area. They move into the home of a wealthy family in exchange for domestic work. The man of the family falls in love with the domestic worker, but love is unrequited, as the show was cancelled.",0.0,,2007,Leylan,"Talk-Show, Back to top",1 seasons,14,,"Kürsat Basar, Nesrin Cavadzade, Nebahat Çehre, Kürsat Basar, Nesrin Cavadzade, Nebahat Çehre"
,0.0,,2023–,Lider Masasi,"Comedy, Drama, Romance, Back to top",2 seasons,52,Erler Film,"Birce Akalay, Sarp Levendoglu, Emir Berke Zincidi, Birce Akalay, Sarp Levendoglu, Emir Berke Zincidi"
,0.0,,2016–,Life Style,"Drama, Back to top",3 seasons,175,,"Tomris Oguzalp, Esmeray, Kenan Pars, Tomris Oguzalp, Esmeray, Kenan Pars"
,0.0,,2011–,Life's Good,"Drama, Back to top",3 seasons,92,Bosphorus Films,"Çagla Simsek, Ufuk Sen, Ali Çakalgöz, Çagla Simsek, Ufuk Sen, Ali Çakalgöz"
,0.0,,2021,Likya Yolu,"Drama, Back to top",2 seasons,40,At Yapim,"Baris Arduç, Cansu Tosun, Baris Bagci, Baris Arduç, Cansu Tosun, Baris Bagci"
"Sweet little Limon and her rambunctious friend Oli look for snow monsters, hunt for treasure, learn to play musical instruments and more.",11.0,5.8,2012–2015,Limon and Oli,"Drama, Back to top",1 seasons,Unknown,,"Canan Akgül, Ceyda Ates, Günyol Bakoglu, Canan Akgül, Ceyda Ates, Günyol Bakoglu"
"The troubles of the young people during their adolescence, the secrets they hide from their parents and teachers, the TV series that describes the happiness and sadness in high school.",619.0,5.8,2003–2004,Lise Defteri,"Drama, Back to top",2 seasons,26,D Production,"Hande Soral, Fulya Zenginer, Elit Iscan, Hande Soral, Fulya Zenginer, Elit Iscan"
,212.0,5.3,2017,Lise Devriyesi,"Talk-Show, Back to top",1 seasons,Unknown,Turkish Radio & Television (TRT),"Ustun Dokmen, Sukun Isitan, Elvan Karahasan, Ustun Dokmen, Sukun Isitan, Elvan Karahasan"
"Weekly conversations between 3 of Turkey's most beloved sports enthusiasts regarding English Premier League, pop culture, relationships and life in general.",1800.0,9.8,2018–,Londra Merkez,"Drama, Romance, Back to top",2 seasons,55,TIMS Productions,"Sinem Kobal, Burak Özçivit, Merve Bolugur, Sinem Kobal, Burak Özçivit, Merve Bolugur"
,7.0,7.4,2019,Loş Sohbet,"Comedy, Back to top",1 seasons,Unknown,Kemal Film,"Durul Bazan, Necati Bilgiç, Mesut Ceylan, Durul Bazan, Necati Bilgiç, Mesut Ceylan"
"The new year of education, which started at one of the private universities, is beginning with all its ordinarity, but nobody is aware that everything will be different this year. The Faculty of Fine Arts, Murat, is instructed by the rector to establish a choir to participate in the musical contest. He also handles this task to drama teachers.",49.0,4.2,2012,M.U.C.K.,"Drama, Back to top",4 seasons,135,Avsar Film,"Tolgahan Sayisman, Selen Soyder, Kenan Bal, Tolgahan Sayisman, Selen Soyder, Kenan Bal"
"Kilim, tea glass, Iznik Quartz Tile, Maras ice cream, nail polish, tulle curtain, wicker chair, silk scarf, dried fruits, Turkish delight, lace table cloth, a fridge, a car, even a war helicopter: all things that are MADE IN TURKEY. A dynamic, commercial, fun way to see all that Turkey has to offer, Made in Turkey will get down to business. How are things made, how they impact the world we live in. From everyday objects to traditional gems, this exciting new series will take a look at all things that are Made in Turkey.",0.0,,2011,Made in Turkey,"News, Back to top",1 seasons,21,,"Melike Emiroglu, Tonguç Nacar, Melike Emiroglu, Tonguç Nacar"
"It centers on the struggle of the Kurak family, which trades in citrus fruits in Saribahce, both with each other and with foreign powers that want dominance in the region.",1100.0,7.8,2023–,Magarsus,"Reality-TV, Back to top",1 seasons,4,Merbar Yapim,"Hazar Deniz BG, Ramazan Uygur, Halis Günes, Hazar Deniz BG, Ramazan Uygur, Halis Günes"
"Happyland is name of a happy city with happy people. this city have textile factory. They produce for 2 kids ,Vaio and Vaiona magical dresses. Vaio and Vaiona fight with Dr.Taxiderman , Dr.Taxiderman want steal happy from this city and be owner of this city.",0.0,,2018,Magic Factory,"Drama, Romance, Back to top",1 seasons,9,Tims & B Productions,"Burak Sevinç, Melis Sezen, Selen Uçer, Burak Sevinç, Melis Sezen, Selen Uçer"
,115.0,5.0,2007,Magic Necmi,"Adventure, Comedy, Drama, Back to top",7 seasons,144,"Eflatun Film, Paradox Film","Ali Atay, Serkan Keskin, Osman Sonant, Ali Atay, Serkan Keskin, Osman Sonant"
"Successful prosecutor Firat, who does not remember anything, is accused of murdering his wife and daughter. He has to escape from prison to reveal the truth.",1400.0,7.5,2021–2022,Mahkum,"Drama, Back to top",1 seasons,Unknown,Base Yapim,"Sinem Öztufan, Nesrin Akdag, Ecem Altindöken, Sinem Öztufan, Nesrin Akdag, Ecem Altindöken"
"In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father.",0.0,,2013,Mahmut & Meryem,"Talk-Show, Back to top",1 seasons,1,,
,0.0,,2007–2008,Mahser: Nabucco'nun Zehri,"Talk-Show, Back to top",1 seasons,1,GEM Production,"Mesud Mallakin, Shima Ryan, Shima Ryan, Mesud Mallakin, Shima Ryan, Shima Ryan"
"After the Italian occupation in Tripoli, Major Enver, who saw that the Ottoman Empire was in a difficult situation, went to Tripoli with his patriotic friends like Mustafa Kemal, to organize the natives to drive out the invaders.",53.0,7.1,2023–,Mahsusa: Trablusgarb,"News, Back to top",1 seasons,Unknown,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén","Selin Küçük, Selin Küçük"
"MR. Makaroni and His family live in beautiful house, Mr and Mrs. Makaroni try teach to them 3 kids , lesson of life .",0.0,,2015,Makaroni Ailesi,Back to top,1 seasons,15,,"Franziska Niehus, Franziska Niehus"
"There is one last obstacle in front of Hazar and Günes, whose love defies life: Now they will have to defy death.",21.0,3.1,2009–2010,Makber,"Animation, Back to top",2 seasons,53,,
The program consists Okan interviewing various celebrities and segments of his unique brand of humour.,194.0,7.7,2013–2014,Makina Kafa,"Drama, Romance, Back to top",2 years,28,Altioklar Film,"Sinem Kobal, Selin Demiratar, Emre Altug, Sinem Kobal, Selin Demiratar, Emre Altug"
,0.0,,2018,Maksat Gezmek,"Comedy, Crime, Back to top",1 seasons,12,"ARC Film, Arc Film","Ismail Ege Sasmaz, Alp Kurt Dinmez, Abdullah Faruk Gunaydin, Ismail Ege Sasmaz, Alp Kurt Dinmez, Abdullah Faruk Gunaydin"
,0.0,,2014,Maksut'un Neolokal Mutfagi,"Comedy, Sport, Back to top",5 seasons,190,,"Onur Erdem, Erman Yasar, Ozan Can Sülüm, Onur Erdem, Erman Yasar, Ozan Can Sülüm"
"Maral is a young ambitious girl from a middle class family whose dream is to study abroad. Maral works in the famous department store, Luna. Maral begins to cultivate sympathy for the young man who works on a part of sweets.",866.0,5.3,2015,Maral: En Güzel Hikâyem,"Talk-Show, Back to top",1 seasons,1,,"Caner Özyurtlu, Mesut Süre, Caner Özyurtlu, Mesut Süre"
"Marasli (BurakDeniz) is a retired soldier turned bookstore owner. For Marasli, life changed drastically after his daughter is shot. One day, the beautiful Mahur (AlinaBoz) enters Marasli's bookstore and on that same day, she involuntarily gets involved in an incident. Marasli saves Mahur's life and from that day onwards, their fates will be linked.",3600.0,7.7,2021,Marasli,"Musical, Back to top",1 seasons,16,Plato Film Production,"Azra Akin, Kivanç Baran Aslan, Mehmet Aslan, Azra Akin, Kivanç Baran Aslan, Mehmet Aslan"
"The impossible love story of the Colombian Maria and the heiress of Urgup's well-known family, Mustafa.",204.0,4.1,2020,Maria ile Mustafa,"News, Back to top",1 seasons,Unknown,6News,"Beril Elhadef, Beril Elhadef"
Sedef and Süha is going through a divorce. But the stars have surprises for both of them. Sedef's new neighbor is the astrologer Yildiz.,43.0,5.2,2004–,Mars Kapidan Baktirir,"Drama, Back to top",2 seasons,9,"FARO Company, Faro Film","Berkay Ates, Caglar Ertugrul, Merve Dizdar, Berkay Ates, Caglar Ertugrul, Merve Dizdar"
,13.0,6.6,2019–,Marsthales,"Animation, Back to top",1 seasons,Unknown,"Blue Crow, Contact Film Works",
Marziye gets to know Hazar Bey at her father's farm and a love begins between them.,119.0,2.2,1998–2000,Marziye,"Reality-TV, Back to top",1 seasons,Unknown,"Dada Film, Senkron TV","Necmi Yildirim, Necmi Yildirim"
,0.0,,2005–2006,Masal Dünyasi,"Crime, Drama, Back to top",2 seasons,31,MF Yapim,"Onur Tuna, Ismail Hacioglu, Melike Ipek Yalova, Onur Tuna, Ismail Hacioglu, Melike Ipek Yalova"
"The Black Queen and her new sidekick, Kali, start missing all their muses. Nese, Can, Asli, Akin and Bora embarks on an adventure to find muse at the call of the King of Fairy Tale. This is what they came out of Have a breathtaking journey to find the master of magic items Pastaci who will help them on their journey. they get into the struggle.",44.0,5.3,2021–,Masal Satosu: Peri Hirsizi,"Romance, Back to top",1 seasons,4,,"Eva Dedova, Ege Güner, Mustili, Eva Dedova, Ege Güner, Mustili"
,165.0,6.3,2022,Maske: Kimsin Sen?,"Action, Back to top",1 seasons,Unknown,Doludizgin Creative Films,"Koray Demir, Dean Baykan, Istemi Betil, Metin Coskun, Koray Demir, Dean Baykan, Istemi Betil, Metin Coskun, Koray Demir"
,35.0,3.1,2009,Maskeli Balo,"Animation, Back to top",1 seasons,Unknown,Blue Crow,
"They are resourceful, talented and just beginning the way. The owners of the Masterchef studio this time are the little chefs - The jury members' job has never been so difficult.",33.0,4.0,2021,MasterChef Junior,"Drama, Back to top",2 years,6,Pana Film,"Seda Bakan, Devrim Nas, Gamze Karaman, Seda Bakan, Devrim Nas, Gamze Karaman"
,211.0,5.3,2018–,MasterChef Turkey,"Talk-Show, Back to top",2 years,29,Makina Medya Yapimevi,"Okan Bayülgen, Okan Bayülgen, Hakan Hepcan, Özlem Türay, Okan Bayülgen, Okan Bayülgen, Hakan Hepcan, Özlem Türay, Okan Bayülgen"
,12.0,3.3,2011–2013,MasterChef Türkiye,"Adventure, Back to top",1 seasons,Unknown,,"Yeldana Kaharman, Yeldana Kaharman"
"Three close friends who have not left since high school; Mert, Emir and Volkan. On the day of Mert's engagement, they are confronted with a great event, including Mert's fiance's brother, Umut. And this event will change the life of all of them. After that day, there is a secret that every one has to keep, they have to protect.",154.0,3.5,2018,Masum Degiliz,"Reality-TV, Back to top",1 seasons,Unknown,"DCC Film, Dirty Cheap Creative","Maksut Askar, Maksut Askar"
"The life of Bahar, a married mother of two, changes when her 19-year-old daughter falls in love with the wrong guy. Her daughter Ela's first love is not a college student her age, but her father's 35-year-old boss, who is about to marry his ex-girlfriend.",1000.0,6.0,2021,Masumiyet,"Drama, Back to top",1 seasons,26,Tims & B Productions,"Burak Deniz, Alina Boz, Serhat Mustafa Kiliç, Burak Deniz, Alina Boz, Serhat Mustafa Kiliç"
"An ordinary girl moves into the apartment owned by a rich family, each of whom has serious psychological problems and obsessions. Will they be able to heal each other?",3200.0,7.8,2020–2022,Masumlar Apartmani,"Drama, Back to top",1 seasons,17,NTC Medya,"Jessica May, Hilmi Cem Intepe, Haki Biçici, Jessica May, Hilmi Cem Intepe, Haki Biçici"
"The religious fight of Hace Ahmed Yesevi, a Turkic poet and Sufi, who was sent to Baghdad by Yusuf Hemedani for the truth.",409.0,6.7,2021,Mavera: Hace Ahmed Yesevi,"Comedy, Romance, Back to top",1 seasons,Unknown,,"Övül Avkiran, Erdal Besikçioglu, Can Dogan, Övül Avkiran, Erdal Besikçioglu, Can Dogan"
Mavi Kelebekler puts a human face on Balkan War and centers on the real pains of Bosnian people. Aida (Oya Okar) is a Bosnian girl standing right between the love of a Bosnian friend (Murat) and a Serbian former neighbor and next enemy (Marko). Its 1992 and Yugoslavias civil war is raging.,76.0,5.9,2011–2013,Mavi Kelebekler,"Talk-Show, Back to top",4 seasons,73,,"Bengisu Baykal, Bahadir Telci, Bengisu Baykal, Bahadir Telci"
,0.0,,2003,Mavi Kolye,"Drama, Romance, Back to top",1 seasons,Unknown,Yagmur Ajans,"Gülben Ergen, Kadir Inanir, Ekrem Bora, Gülben Ergen, Kadir Inanir, Ekrem Bora"
"A dynasty that pursues immortality, and the struggle of Zeynep and her family fighting against this dynasty.",49.0,6.9,2004–2006,Mavi Rüya,"Animation, Short, Back to top",2 years,2,Elif Video Animasyon Stüdyolari,"Ercüment Balakoglu, Cengiz Küçükayvaz, Iskender Bagcilar, Ercüment Balakoglu, Cengiz Küçükayvaz, Iskender Bagcilar"
"Oguz has saved a young amnesiac woman, Defne, who he brings into his home. But when Defne recovers her memory, she realizes that she was a con artist who must remain in hiding.",167.0,5.7,2023,Maviye Sürgün,"Family, Fantasy, Back to top",2 seasons,14,"DMC, Netd Music, Retropro","Ecrin Su Çoban, Berat Efe Parlar, Sercan Elikara, Ecrin Su Çoban, Berat Efe Parlar, Sercan Elikara"
"In nomadic Akça Oba, pint-sized explorer Maysa discovers new adventures alongside her close shepherd friend Bulut.",24.0,6.7,2014–,Maysa ve Bulut,"Crime, Drama, Romance, Back to top",1 seasons,20,"Ninty 4 Vision, Nour Production Audiovisuelle, Tunisian International Studios","Sara Lalama, Nabil Asli, Mariem Ben Chaâbane, Sara Lalama, Nabil Asli, Mariem Ben Chaâbane"
Nehir is young girl who works in a shipbuilding industry.,67.0,5.0,2015–2016,Mayıs Kraliçesi,"Music, Reality-TV, Back to top",1 seasons,9,Medyapim,"Dogu Demirkol, Alican Yücesoy, Tansel Öngel, Dogu Demirkol, Alican Yücesoy, Tansel Öngel"
